,PROCESS_DATE,SCID,PORTFOLIO,ESTIMATE_TO_ACTUAL
5100,2020-03-17,NR67,VCEP Conservative Growth,0
5101,2019-09-17,BA68,Target Retirement 2025 Trust,0
5102,2019-12-19,WJ68,LifeStrategy Moderate Growth,0
5103,2019-12-04,WJ68,LifeStrategy Moderate Growth,0
5104,2019-07-12,KN63,VCEP ESG U.S. Stock Pool,0
5105,2019-09-30,GX91,Target Retirement 2060 Trust,0
5106,2019-07-16,EZ71,Target Retirement 2015,0
5107,2019-11-18,RP13,VVIF - Conservative Allocation,0
5108,2020-07-27,GI25,Institutional Target Retirement 2045,0
5109,2019-02-06,RK97,VCEP Growth,0
5110,2019-04-29,TN68,VCEP Total Bond,0
5111,2019-03-14,SC81,Target Retirement 2030,0
5112,2020-06-24,PK73,Target Retirement 2045,0
5113,2020-01-24,BA68,Target Retirement 2025 Trust,0
5114,2019-01-25,XC71,VVIF - Moderate Allocation Portfolio,0
5115,2020-01-29,DT81,Target Retirement 2040,0
5116,2020-10-12,GH72,Institutional Target Retirement 2035,0
5117,2020-08-31,ZM95,VCEP Total US Stock Select,0
5118,2019-12-19,LB27,Managed Payout,0
5119,2019-12-02,RP13,VVIF - Conservative Allocation,0
5120,2020-07-10,DT81,Target Retirement 2040,0
5121,2020-01-02,TN68,VCEP Total Bond,0
5122,2020-07-14,GO52,Institutional Target Retirement 2060,0
5123,2019-07-26,GL58,Institutional Target Retirement 2055,0
5124,2020-08-25,DR43,LifeStrategy Income,0
5125,2019-09-30,XC71,VVIF - Moderate Allocation Portfolio,0
5126,2019-08-07,CF14,LifeStrategy Conservative Growth,0
5127,2019-06-28,GD89,Institutional Target Retirement 2015,0
5128,2020-06-15,IW95,VCEP Pacific Stock,0
5129,2019-02-25,BU54,Target Retirement 2035 Trust,0
5130,2020-02-21,UH89,VCEP Wellington Pool Select,0
5131,2020-04-30,VD43,Target Retirement 2055 Trust,0
5132,2019-11-04,RP13,VVIF - Conservative Allocation,0
5133,2019-10-09,KN63,VCEP ESG U.S. Stock Pool,0
5134,2019-12-09,AY24,VCEP Short-Term Bond Select,0
5135,2020-07-30,DR43,LifeStrategy Income,0
5136,2019-11-26,MS84,VCEP ESG International Stock Pool Select,0
5137,2019-08-30,CF48,Target Retirement 2050,0
5138,2019-10-24,GH33,Institutional Target Retirement 2030,0
5139,2019-08-14,AZ74,VCEP Total International Bond Pool Standard,0
5140,2019-12-30,KN63,VCEP ESG U.S. Stock Pool,0
5141,2019-12-12,DR43,LifeStrategy Income,0
5142,2019-09-09,MK83,VCEP Total Bond Select,0
5143,2020-03-17,ZS87,Target Retirement 2055,0
5144,2020-04-01,AZ74,VCEP Total International Bond Pool Standard,0
5145,2019-06-21,AY24,VCEP Short-Term Bond Select,0
5146,2020-10-12,TN68,VCEP Total Bond,0
5147,2020-03-18,IW95,VCEP Pacific Stock,0
5148,2020-01-31,DT81,Target Retirement 2040,0
5149,2020-04-23,MS87,VCEP ESG U.S. Stock Pool Select,0
5150,2019-10-03,WO29,VCEP ESG Global Stock Pool Standard,0
5151,2019-01-22,CF48,Target Retirement 2050,0
5152,2019-04-02,BU54,Target Retirement 2035 Trust,0
5153,2019-02-12,GQ39,Target Retirement 2065,0
5154,2020-01-07,GF52,Institutional Target Retirement 2020,0
5155,2019-03-27,CF48,Target Retirement 2050,0
5156,2019-03-26,CF48,Target Retirement 2050,0
5157,2019-05-15,KN63,VCEP ESG U.S. Stock Pool,0
5158,2020-06-19,GH33,Institutional Target Retirement 2030,0
5159,2020-09-01,FF72,VCEP Moderate Growth,0
5160,2019-12-18,NL73,STAR,0
5161,2019-11-27,JI82,Target Retirement 2040 Trust,0
5162,2020-02-06,NQ34,VCEP ESG International Stock Pool Standard,0
5163,2019-07-12,AZ74,VCEP Total International Bond Pool Standard,0
5164,2020-04-30,WJ68,LifeStrategy Moderate Growth,0
5165,2019-10-31,CX21,VCEP Money Market,0
5166,2020-03-16,DR43,LifeStrategy Income,0
5167,2020-04-01,GI46,Institutional Target Retirement 2050,0
5168,2019-08-12,UX52,VCEP Total Equity Select,0
5169,2020-01-07,CX21,VCEP Money Market,0
5170,2020-10-14,GH86,Institutional Target Retirement 2040,0
5171,2020-05-11,RK97,VCEP Growth,0
5172,2019-09-27,JS33,VCEP Balanced Pool Standard,0
5173,2020-03-23,BZ66,VCEP Conservative Growth Select,0
5174,2019-10-28,GH72,Institutional Target Retirement 2035,0
5175,2019-05-20,GP48,Institutional Target Retirement Income,0
5176,2020-05-26,CX21,VCEP Money Market,0
5177,2019-03-12,GV13,Target Retirement 2020 Trust,0
5178,2019-05-07,PK73,Target Retirement 2045,0
5179,2020-04-29,ID15,VCEP Income Pool Select,0
5180,2020-08-28,BX99,VCEP European Stock Select,0
5181,2020-05-28,ID15,VCEP Income Pool Select,0
5182,2019-08-15,AZ74,VCEP Total International Bond Pool Standard,0
5183,2019-07-18,GF79,Institutional Target Retirement 2025,0
5184,2020-10-06,GP68,VCEP Emerging Markets Stock,0
5185,2020-08-04,KD51,VVIF - Total International Stock Market Index,0
5186,2019-02-27,EE12,VCEP Balanced Pool Select,0
5187,2019-03-14,KN63,VCEP ESG U.S. Stock Pool,0
5188,2019-08-27,IW95,VCEP Pacific Stock,0
5189,2020-09-24,CE55,VCEP Emerging Markets Stock Select,0
5190,2019-11-14,VD43,Target Retirement 2055 Trust,0
5191,2020-05-05,XQ97,VVIF - Global Bond Index Portfolio,0
5192,2019-08-30,HB83,VCEP Total US Stock,0
5193,2019-02-11,GH33,Institutional Target Retirement 2030,0
5194,2019-04-23,DT81,Target Retirement 2040,0
5195,2019-11-26,LS11,VCEP Total Equity,0
5196,2020-09-28,GF79,Institutional Target Retirement 2025,0
5197,2020-07-09,GO58,Institutional Target Retirement 2065,0
5198,2020-01-03,PK73,Target Retirement 2045,0
5199,2019-06-17,ZZ55,Target Retirement 2050 Trust,0
5200,2019-11-25,GD89,Institutional Target Retirement 2015,0
5201,2019-02-19,EE12,VCEP Balanced Pool Select,0
5202,2019-04-18,FF72,VCEP Moderate Growth,0
5203,2019-06-12,SC81,Target Retirement 2030,0
5204,2020-01-07,FF72,VCEP Moderate Growth,0
5205,2020-03-19,WJ68,LifeStrategy Moderate Growth,0
5206,2019-10-15,EZ71,Target Retirement 2015,0
5207,2020-08-24,UH89,VCEP Wellington Pool Select,0
5208,2019-03-25,OK18,VCEP Short-Term Bond,0
5209,2019-07-23,GQ39,Target Retirement 2065,0
5210,2019-09-25,GD89,Institutional Target Retirement 2015,0
5211,2020-04-01,WQ15,LifeStrategy Growth,0
5212,2020-06-02,BA68,Target Retirement 2025 Trust,0
5213,2019-12-09,BZ66,VCEP Conservative Growth Select,0
5214,2019-10-01,MK83,VCEP Total Bond Select,0
5215,2019-05-23,BX99,VCEP European Stock Select,0
5216,2020-06-26,BX99,VCEP European Stock Select,0
5217,2020-03-05,IW95,VCEP Pacific Stock,0
5218,2020-08-03,XC71,VVIF - Moderate Allocation Portfolio,0
5219,2019-12-26,WQ15,LifeStrategy Growth,0
5220,2020-01-06,GX91,Target Retirement 2060 Trust,0
5221,2019-12-18,GH86,Institutional Target Retirement 2040,0
5222,2019-12-26,AR74,Target Retirement 2020,0
5223,2019-07-26,BA68,Target Retirement 2025 Trust,0
5224,2020-03-06,VX99,VCEP Pacific Stock Select,0
5225,2020-07-02,BU54,Target Retirement 2035 Trust,0
5226,2019-06-27,RV91,Target Retirement Income Trust,0
5227,2019-02-28,IS98,VVIF - Total Stock Market Index,0
5228,2020-03-16,XQ97,VVIF - Global Bond Index Portfolio,0
5229,2019-10-28,GO52,Institutional Target Retirement 2060,0
5230,2020-07-20,WQ15,LifeStrategy Growth,0
5231,2019-03-07,VG84,Target Retirement 2025,0
5232,2020-04-06,OW53,VCEP Total International Stock,0
5233,2020-02-12,GD89,Institutional Target Retirement 2015,0
5234,2019-08-16,RP13,VVIF - Conservative Allocation,0
5235,2019-05-09,GI46,Institutional Target Retirement 2050,0
5236,2019-05-23,VX99,VCEP Pacific Stock Select,0
5237,2020-02-04,NL73,STAR,0
5238,2020-05-28,CE55,VCEP Emerging Markets Stock Select,0
5239,2019-07-08,GF52,Institutional Target Retirement 2020,0
5240,2020-04-27,NR67,VCEP Conservative Growth,0
5241,2020-09-04,GP68,VCEP Emerging Markets Stock,0
5242,2020-02-10,CF48,Target Retirement 2050,0
5243,2020-08-06,LF34,VCEP Income Pool Standard,0
5244,2020-05-29,AR74,Target Retirement 2020,0
5245,2020-08-25,OR28,VCEP ESG Global Stock Pool Select,0
5246,2019-04-02,EZ71,Target Retirement 2015,0
5247,2020-07-07,EZ71,Target Retirement 2015,0
5248,2019-10-10,VX99,VCEP Pacific Stock Select,0
5249,2020-02-19,TN68,VCEP Total Bond,0
5250,2020-08-14,IS98,VVIF - Total Stock Market Index,0
5251,2019-12-09,ZD97,VCEP Total International Bond Pool Select,0
5252,2019-06-26,MK83,VCEP Total Bond Select,0
5253,2019-10-30,LF34,VCEP Income Pool Standard,0
5254,2020-03-05,VX99,VCEP Pacific Stock Select,0
5255,2020-04-16,NL73,STAR,0
5256,2020-07-06,GL58,Institutional Target Retirement 2055,0
5257,2020-09-10,GT42,Diversified Equity,0
5258,2020-04-30,GQ39,Target Retirement 2065,0
5259,2019-04-18,DT81,Target Retirement 2040,0
5260,2020-10-05,WQ15,LifeStrategy Growth,0
5261,2019-01-29,JI82,Target Retirement 2040 Trust,0
5262,2019-06-14,CF48,Target Retirement 2050,0
5263,2019-04-22,PK73,Target Retirement 2045,0
5264,2020-02-03,FF72,VCEP Moderate Growth,0
5265,2020-09-01,ID15,VCEP Income Pool Select,0
5266,2020-07-21,ZD97,VCEP Total International Bond Pool Select,0
5267,2019-09-13,CE55,VCEP Emerging Markets Stock Select,0
5268,2020-08-03,SC81,Target Retirement 2030,0
5269,2019-06-07,XC71,VVIF - Moderate Allocation Portfolio,0
5270,2019-03-08,PJ33,Target Retirement 2015 Trust,0
5271,2019-09-23,JI82,Target Retirement 2040 Trust,0
5272,2020-01-23,GT42,Diversified Equity,0
5273,2019-10-11,ZM95,VCEP Total US Stock Select,0
5274,2020-05-26,OR28,VCEP ESG Global Stock Pool Select,0
5275,2019-07-15,MK83,VCEP Total Bond Select,0
5276,2019-02-22,CF48,Target Retirement 2050,0
5277,2019-01-18,XQ97,VVIF - Global Bond Index Portfolio,0
5278,2019-02-21,BJ34,Target Retirement 2045 Trust,0
5279,2019-06-05,GQ39,Target Retirement 2065,0
5280,2020-06-03,GO58,Institutional Target Retirement 2065,0
5281,2020-05-27,GH72,Institutional Target Retirement 2035,0
5282,2020-02-03,GD89,Institutional Target Retirement 2015,0
5283,2020-06-30,RP13,VVIF - Conservative Allocation,0
5284,2020-05-18,OR28,VCEP ESG Global Stock Pool Select,0
5285,2019-11-18,GO52,Institutional Target Retirement 2060,0
5286,2020-07-10,ZS87,Target Retirement 2055,0
5287,2019-02-11,OM24,Target Retirement Income,0
5288,2019-08-20,GH72,Institutional Target Retirement 2035,0
5289,2020-01-10,BX99,VCEP European Stock Select,0
5290,2019-08-26,NR67,VCEP Conservative Growth,0
5291,2020-06-26,BJ34,Target Retirement 2045 Trust,0
5292,2019-09-30,VX99,VCEP Pacific Stock Select,0
5293,2020-05-21,GI25,Institutional Target Retirement 2045,0
5294,2019-08-02,LB27,Managed Payout,0
5295,2019-12-26,PJ82,Target Retirement 2030 Trust,0
5296,2020-04-28,NQ34,VCEP ESG International Stock Pool Standard,0
5297,2019-04-08,MI13,VCEP Money Market Select,0
5298,2020-05-12,GL58,Institutional Target Retirement 2055,0
5299,2020-10-07,EZ71,Target Retirement 2015,0
5300,2019-03-15,ZL62,VCEP Total International Stock Select,0
5301,2020-07-28,KD51,VVIF - Total International Stock Market Index,0
5302,2020-07-06,JI82,Target Retirement 2040 Trust,0
5303,2019-12-16,SC81,Target Retirement 2030,0
5304,2020-09-04,KD51,VVIF - Total International Stock Market Index,0
5305,2019-12-16,OM24,Target Retirement Income,0
5306,2020-04-15,OW53,VCEP Total International Stock,0
5307,2019-04-05,OM24,Target Retirement Income,0
5308,2019-11-20,ZL62,VCEP Total International Stock Select,0
5309,2019-01-16,FF72,VCEP Moderate Growth,0
5310,2019-10-02,RA76,Target Retirement 2035,0
5311,2019-06-24,MS87,VCEP ESG U.S. Stock Pool Select,0
5312,2019-11-22,EZ71,Target Retirement 2015,0
5313,2020-03-20,GO58,Institutional Target Retirement 2065,0
5314,2020-07-08,MS84,VCEP ESG International Stock Pool Select,0
5315,2020-05-13,FO91,VCEP Growth Select,0
5316,2020-06-09,TN68,VCEP Total Bond,0
5317,2020-02-10,XC71,VVIF - Moderate Allocation Portfolio,0
5318,2020-02-06,HB83,VCEP Total US Stock,0
5319,2019-03-29,GD89,Institutional Target Retirement 2015,0
5320,2020-08-14,GD89,Institutional Target Retirement 2015,0
5321,2020-09-10,BJ34,Target Retirement 2045 Trust,0
5322,2020-05-11,BZ66,VCEP Conservative Growth Select,0
5323,2019-12-31,KC47,VCEP Wellington Pool Standard,0
5324,2019-06-10,CE55,VCEP Emerging Markets Stock Select,0
5325,2019-07-26,RK97,VCEP Growth,0
5326,2020-08-14,GV13,Target Retirement 2020 Trust,0
5327,2020-09-17,TP59,VCEP Moderate Growth Select,0
5328,2019-10-18,HB83,VCEP Total US Stock,0
5329,2020-08-03,ID15,VCEP Income Pool Select,0
5330,2020-05-21,GI46,Institutional Target Retirement 2050,0
5331,2019-08-23,EZ71,Target Retirement 2015,0
5332,2020-08-19,GI46,Institutional Target Retirement 2050,0
5333,2019-07-29,BX99,VCEP European Stock Select,0
5334,2019-08-07,RV91,Target Retirement Income Trust,0
5335,2020-01-27,GT42,Diversified Equity,0
5336,2020-08-27,ES45,Target Retirement 2060,0
5337,2020-07-02,FF72,VCEP Moderate Growth,0
5338,2020-04-16,CF14,LifeStrategy Conservative Growth,0
5339,2020-08-11,BX99,VCEP European Stock Select,0
5340,2020-01-15,PJ33,Target Retirement 2015 Trust,0
5341,2020-05-06,BX99,VCEP European Stock Select,0
5342,2019-06-21,GP48,Institutional Target Retirement Income,0
5343,2020-06-22,GI46,Institutional Target Retirement 2050,0
5344,2019-02-06,BA68,Target Retirement 2025 Trust,0
5345,2020-05-20,MS87,VCEP ESG U.S. Stock Pool Select,0
5346,2020-09-24,LB27,Managed Payout,0
5347,2020-03-19,ZZ55,Target Retirement 2050 Trust,0
5348,2020-10-01,NL73,STAR,0
5349,2019-07-17,ZL62,VCEP Total International Stock Select,0
5350,2019-05-21,HB83,VCEP Total US Stock,0
5351,2019-10-24,SC81,Target Retirement 2030,0
5352,2020-09-01,PJ33,Target Retirement 2015 Trust,0
5353,2019-10-10,KD51,VVIF - Total International Stock Market Index,0
5354,2019-01-25,RA76,Target Retirement 2035,0
5355,2020-05-20,IW95,VCEP Pacific Stock,0
5356,2019-06-27,SC81,Target Retirement 2030,0
5357,2019-10-18,VD43,Target Retirement 2055 Trust,0
5358,2020-02-20,GH72,Institutional Target Retirement 2035,0
5359,2020-01-22,IW95,VCEP Pacific Stock,0
5360,2019-10-21,KN63,VCEP ESG U.S. Stock Pool,0
5361,2019-07-01,RV91,Target Retirement Income Trust,0
5362,2019-04-04,LB27,Managed Payout,0
5363,2020-08-27,DT81,Target Retirement 2040,0
5364,2019-02-26,MS84,VCEP ESG International Stock Pool Select,0
5365,2020-05-18,SC81,Target Retirement 2030,0
5366,2019-04-16,TP59,VCEP Moderate Growth Select,0
5367,2020-08-04,WJ68,LifeStrategy Moderate Growth,0
5368,2020-03-27,DR43,LifeStrategy Income,0
5369,2020-09-09,UH89,VCEP Wellington Pool Select,0
5370,2020-07-27,IS98,VVIF - Total Stock Market Index,0
5371,2020-04-13,BA68,Target Retirement 2025 Trust,0
5372,2019-05-09,IS98,VVIF - Total Stock Market Index,0
5373,2019-01-29,LF34,VCEP Income Pool Standard,0
5374,2019-03-07,GP48,Institutional Target Retirement Income,0
5375,2020-03-11,OW53,VCEP Total International Stock,0
5376,2019-04-22,GP68,VCEP Emerging Markets Stock,0
5377,2020-08-27,ZS87,Target Retirement 2055,0
5378,2019-03-07,BU54,Target Retirement 2035 Trust,0
5379,2020-05-07,VD43,Target Retirement 2055 Trust,0
5380,2020-09-09,EE12,VCEP Balanced Pool Select,0
5381,2020-01-21,GX91,Target Retirement 2060 Trust,0
5382,2019-02-28,FF72,VCEP Moderate Growth,0
5383,2020-07-13,AZ74,VCEP Total International Bond Pool Standard,0
5384,2019-04-02,GI46,Institutional Target Retirement 2050,0
5385,2019-07-23,ZZ55,Target Retirement 2050 Trust,0
5386,2019-09-27,AY24,VCEP Short-Term Bond Select,0
5387,2020-06-10,TN68,VCEP Total Bond,0
5388,2019-04-01,EZ71,Target Retirement 2015,0
5389,2020-03-10,GF52,Institutional Target Retirement 2020,0
5390,2019-03-19,AZ74,VCEP Total International Bond Pool Standard,0
5391,2020-03-05,GF52,Institutional Target Retirement 2020,0
5392,2019-09-13,BU54,Target Retirement 2035 Trust,0
5393,2020-06-16,GD89,Institutional Target Retirement 2015,0
5394,2020-01-03,GD89,Institutional Target Retirement 2015,0
5395,2020-07-13,IS98,VVIF - Total Stock Market Index,0
5396,2020-03-26,RA76,Target Retirement 2035,0
5397,2019-11-25,JS33,VCEP Balanced Pool Standard,0
5398,2020-03-16,MS87,VCEP ESG U.S. Stock Pool Select,0
5399,2019-11-05,CE55,VCEP Emerging Markets Stock Select,0
5400,2019-06-17,AY24,VCEP Short-Term Bond Select,0
5401,2019-03-11,DT81,Target Retirement 2040,0
5402,2019-10-08,BX99,VCEP European Stock Select,0
5403,2020-03-10,GQ39,Target Retirement 2065,0
5404,2020-02-18,GH86,Institutional Target Retirement 2040,0
5405,2019-04-04,AZ74,VCEP Total International Bond Pool Standard,0
5406,2020-07-31,HB83,VCEP Total US Stock,0
5407,2019-01-28,ZM95,VCEP Total US Stock Select,0
5408,2020-03-02,ZD97,VCEP Total International Bond Pool Select,0
5409,2020-04-01,NL73,STAR,0
5410,2019-05-17,CX21,VCEP Money Market,0
5411,2019-08-12,GP48,Institutional Target Retirement Income,0
5412,2020-07-02,ZL62,VCEP Total International Stock Select,0
5413,2020-06-16,ZD97,VCEP Total International Bond Pool Select,0
5414,2020-02-25,JI82,Target Retirement 2040 Trust,0
5415,2019-12-31,SC81,Target Retirement 2030,0
5416,2020-08-05,DR43,LifeStrategy Income,0
5417,2020-06-30,JI82,Target Retirement 2040 Trust,0
5418,2019-08-13,RA76,Target Retirement 2035,0
5419,2020-04-01,ZS87,Target Retirement 2055,0
5420,2020-02-03,AY24,VCEP Short-Term Bond Select,0
5421,2020-10-12,GD89,Institutional Target Retirement 2015,0
5422,2020-08-14,IW95,VCEP Pacific Stock,0
5423,2020-09-14,JI82,Target Retirement 2040 Trust,0
5424,2020-10-02,GP68,VCEP Emerging Markets Stock,0
5425,2020-05-22,PK73,Target Retirement 2045,0
5426,2019-11-29,HB83,VCEP Total US Stock,0
5427,2019-08-01,WJ68,LifeStrategy Moderate Growth,0
5428,2020-01-03,GF79,Institutional Target Retirement 2025,0
5429,2020-09-10,ZZ55,Target Retirement 2050 Trust,0
5430,2020-09-15,CE55,VCEP Emerging Markets Stock Select,0
5431,2019-04-15,CF48,Target Retirement 2050,0
5432,2019-12-02,DR43,LifeStrategy Income,0
5433,2020-09-09,GH86,Institutional Target Retirement 2040,0
5434,2020-08-14,NQ34,VCEP ESG International Stock Pool Standard,0
5435,2019-03-21,IW95,VCEP Pacific Stock,0
5436,2019-06-25,JI82,Target Retirement 2040 Trust,0
5437,2019-02-06,GO52,Institutional Target Retirement 2060,0
5438,2020-10-05,IS98,VVIF - Total Stock Market Index,0
5439,2020-04-09,VD43,Target Retirement 2055 Trust,0
5440,2020-07-14,NR67,VCEP Conservative Growth,0
5441,2020-05-13,CE55,VCEP Emerging Markets Stock Select,0
5442,2019-04-09,IQ22,VCEP European Stock,0
5443,2020-05-26,LF34,VCEP Income Pool Standard,0
5444,2020-08-07,GO52,Institutional Target Retirement 2060,0
5445,2020-07-30,GP48,Institutional Target Retirement Income,0
5446,2020-07-21,GQ39,Target Retirement 2065,0
5447,2019-03-28,KD51,VVIF - Total International Stock Market Index,0
5448,2019-01-18,BZ66,VCEP Conservative Growth Select,0
5449,2019-05-07,GV13,Target Retirement 2020 Trust,0
5450,2019-04-15,IW95,VCEP Pacific Stock,0
5451,2020-04-08,BJ34,Target Retirement 2045 Trust,0
5452,2020-09-29,BU54,Target Retirement 2035 Trust,0
5453,2019-06-24,GP68,VCEP Emerging Markets Stock,0
5454,2020-05-12,GP48,Institutional Target Retirement Income,0
5455,2020-06-30,ID15,VCEP Income Pool Select,0
5456,2019-09-04,OW53,VCEP Total International Stock,0
5457,2019-04-09,GX91,Target Retirement 2060 Trust,0
5458,2020-02-18,BA68,Target Retirement 2025 Trust,0
5459,2019-08-14,SC81,Target Retirement 2030,0
5460,2020-02-13,IS98,VVIF - Total Stock Market Index,0
5461,2019-12-24,OK18,VCEP Short-Term Bond,0
5462,2020-05-22,BJ34,Target Retirement 2045 Trust,0
5463,2019-10-17,FO91,VCEP Growth Select,0
5464,2019-10-29,BU54,Target Retirement 2035 Trust,0
5465,2019-05-20,JS33,VCEP Balanced Pool Standard,0
5466,2020-02-12,GR73,Target Retirement 2065 Trust,0
5467,2019-09-10,UX52,VCEP Total Equity Select,0
5468,2020-10-08,VD43,Target Retirement 2055 Trust,0
5469,2019-08-21,BX99,VCEP European Stock Select,0
5470,2019-08-09,PJ33,Target Retirement 2015 Trust,0
5471,2019-03-15,BA68,Target Retirement 2025 Trust,0
5472,2019-12-03,NL73,STAR,0
5473,2019-05-06,GV13,Target Retirement 2020 Trust,0
5474,2019-05-07,GT42,Diversified Equity,0
5475,2020-10-14,GI46,Institutional Target Retirement 2050,0
5476,2019-11-20,NR67,VCEP Conservative Growth,0
5477,2020-05-22,IQ22,VCEP European Stock,0
5478,2020-06-03,WQ15,LifeStrategy Growth,0
5479,2020-02-11,GP68,VCEP Emerging Markets Stock,0
5480,2019-05-22,DT81,Target Retirement 2040,0
5481,2020-01-08,AY24,VCEP Short-Term Bond Select,0
5482,2019-09-05,IQ22,VCEP European Stock,0
5483,2019-03-14,LF34,VCEP Income Pool Standard,0
5484,2020-08-20,UX52,VCEP Total Equity Select,0
5485,2020-04-17,GO52,Institutional Target Retirement 2060,0
5486,2019-02-20,GH86,Institutional Target Retirement 2040,0
5487,2020-01-21,DT81,Target Retirement 2040,0
5488,2020-05-27,WO29,VCEP ESG Global Stock Pool Standard,0
5489,2019-03-05,IW95,VCEP Pacific Stock,0
5490,2019-05-02,FF72,VCEP Moderate Growth,0
5491,2020-09-30,RK97,VCEP Growth,0
5492,2020-01-08,LB27,Managed Payout,0
5493,2019-01-31,VX99,VCEP Pacific Stock Select,0
5494,2019-08-02,JI82,Target Retirement 2040 Trust,0
5495,2020-07-24,OM24,Target Retirement Income,0
5496,2019-02-04,XC71,VVIF - Moderate Allocation Portfolio,0
5497,2019-10-15,ZS87,Target Retirement 2055,0
5498,2019-07-01,GT42,Diversified Equity,0
5499,2020-10-02,JI82,Target Retirement 2040 Trust,0
5500,2019-05-03,PJ33,Target Retirement 2015 Trust,0
5501,2020-05-04,GQ39,Target Retirement 2065,0
5502,2019-05-24,WQ15,LifeStrategy Growth,0
5503,2020-09-08,OW53,VCEP Total International Stock,0
5504,2020-04-29,RK97,VCEP Growth,0
5505,2019-12-11,KN63,VCEP ESG U.S. Stock Pool,0
5506,2020-08-26,GI25,Institutional Target Retirement 2045,0
5507,2020-01-30,BU54,Target Retirement 2035 Trust,0
5508,2019-03-20,GO58,Institutional Target Retirement 2065,0
5509,2019-12-05,AY24,VCEP Short-Term Bond Select,0
5510,2020-01-31,DR43,LifeStrategy Income,0
5511,2020-10-09,EE12,VCEP Balanced Pool Select,0
5512,2020-01-22,OW53,VCEP Total International Stock,0
5513,2020-07-02,GH72,Institutional Target Retirement 2035,0
5514,2020-05-12,LS11,VCEP Total Equity,0
5515,2019-04-26,CX21,VCEP Money Market,0
5516,2019-12-19,RV91,Target Retirement Income Trust,0
5517,2019-09-24,VG84,Target Retirement 2025,0
5518,2019-09-16,AR74,Target Retirement 2020,0
5519,2020-05-26,LB27,Managed Payout,0
5520,2019-01-29,WJ68,LifeStrategy Moderate Growth,0
5521,2019-11-11,RV91,Target Retirement Income Trust,0
5522,2020-09-14,WJ68,LifeStrategy Moderate Growth,0
5523,2019-12-24,WO29,VCEP ESG Global Stock Pool Standard,0
5524,2019-07-26,EZ71,Target Retirement 2015,0
5525,2020-01-23,AR74,Target Retirement 2020,0
5526,2019-02-20,NR67,VCEP Conservative Growth,0
5527,2019-06-12,IW95,VCEP Pacific Stock,0
5528,2020-01-27,ZM95,VCEP Total US Stock Select,0
5529,2019-11-12,IW95,VCEP Pacific Stock,0
5530,2020-02-20,GD89,Institutional Target Retirement 2015,0
5531,2019-03-20,WQ15,LifeStrategy Growth,0
5532,2020-04-20,ZL62,VCEP Total International Stock Select,0
5533,2019-03-05,ZZ55,Target Retirement 2050 Trust,0
5534,2019-07-02,LS11,VCEP Total Equity,0
5535,2020-02-28,ZL62,VCEP Total International Stock Select,0
5536,2020-01-07,ES45,Target Retirement 2060,0
5537,2020-05-01,FO91,VCEP Growth Select,0
5538,2019-10-07,UH89,VCEP Wellington Pool Select,0
5539,2020-05-14,EZ71,Target Retirement 2015,0
5540,2019-07-01,NL73,STAR,0
5541,2019-12-03,BA68,Target Retirement 2025 Trust,0
5542,2019-08-08,DR43,LifeStrategy Income,0
5543,2019-09-06,OK18,VCEP Short-Term Bond,0
5544,2019-06-27,NQ34,VCEP ESG International Stock Pool Standard,0
5545,2019-12-19,GV13,Target Retirement 2020 Trust,0
5546,2019-09-26,VX99,VCEP Pacific Stock Select,0
5547,2020-08-27,HB83,VCEP Total US Stock,0
5548,2019-03-07,GD89,Institutional Target Retirement 2015,0
5549,2019-09-24,PJ33,Target Retirement 2015 Trust,0
5550,2020-01-13,GL58,Institutional Target Retirement 2055,0
5551,2020-07-29,LF34,VCEP Income Pool Standard,0
5552,2020-09-25,GH33,Institutional Target Retirement 2030,0
5553,2020-09-28,TP59,VCEP Moderate Growth Select,0
5554,2020-03-02,SC81,Target Retirement 2030,0
5555,2020-03-20,RP13,VVIF - Conservative Allocation,0
5556,2020-01-29,GO52,Institutional Target Retirement 2060,0
5557,2020-07-27,PK73,Target Retirement 2045,0
5558,2020-07-07,NL73,STAR,0
5559,2019-05-16,GH33,Institutional Target Retirement 2030,0
5560,2020-08-12,IQ22,VCEP European Stock,0
5561,2020-09-14,NR67,VCEP Conservative Growth,0
5562,2020-10-05,MK83,VCEP Total Bond Select,0
5563,2020-07-27,EZ71,Target Retirement 2015,0
5564,2020-10-07,BJ34,Target Retirement 2045 Trust,0
5565,2020-09-10,XQ97,VVIF - Global Bond Index Portfolio,0
5566,2020-04-21,GR73,Target Retirement 2065 Trust,0
5567,2020-02-10,MS87,VCEP ESG U.S. Stock Pool Select,0
5568,2019-07-29,HB83,VCEP Total US Stock,0
5569,2019-09-27,FF72,VCEP Moderate Growth,0
5570,2020-04-13,AR74,Target Retirement 2020,0
5571,2020-07-28,IS98,VVIF - Total Stock Market Index,0
5572,2020-05-06,ID15,VCEP Income Pool Select,0
5573,2020-08-26,MK83,VCEP Total Bond Select,0
5574,2020-08-12,JI82,Target Retirement 2040 Trust,0
5575,2019-07-15,GH33,Institutional Target Retirement 2030,0
5576,2020-09-16,PJ33,Target Retirement 2015 Trust,0
5577,2020-03-31,RA76,Target Retirement 2035,0
5578,2020-10-05,GT42,Diversified Equity,0
5579,2019-10-08,TP59,VCEP Moderate Growth Select,0
5580,2019-05-31,BX99,VCEP European Stock Select,0
